alpha_rmse,beta1_rmse,beta2_rmse,psi_rmse,sd,extra_pts,task_id,iter
14.01599874708499,1.165469861603643,4.013901770895669,10.29532511526633,4.7,1,24,3
18.021530223152965,0.7718928607461616,0.28920153968928725,11.31532048652702,4.7,1,24,4
15.313765297165917,1.2087592431332488,0.4366641215104181,13.414223635210076,4.7,1,24,5
17.923607561288893,0.78546982125005,0.30027944675132234,11.385690345560512,4.9,1,25,1
20.81670988118097,0.5023620742030291,5.2981675665165655,9.661146846788832,4.9,1,25,2
20.807765187335896,0.637789012390717,0.3968436447463238,12.749960892243696,4.9,1,25,3
14.187073949527958,1.1323235737356545,0.8424303836006275,11.552645619175388,4.9,1,25,4
20.6026119419588,0.5503606773400711,3.2634989039950653,10.037093569121996,4.9,1,25,5
18.264911357502093,0.923081618786298,2.191190693170582,12.005748003263836,5.1,1,26,1
19.37304436575116,0.6505783716461058,6.016121994129318,9.445387997053231,5.1,1,26,2
19.92392677068647,0.82169176415786,0.3598268471664312,13.416752925730083,5.1,1,26,3
15.463782595754507,0.9497323527879472,4.113512416766014,8.984647980895163,5.1,1,26,4
21.082303123581845,0.42061804989447726,8.640385399537656,8.655725684897432,5.1,1,26,5
20.758307191917197,0.5073279118280829,5.311204938320284,9.52234898870392,5.3,1,27,1
20.649731156337022,0.44304457393700813,6.507223495759383,8.898894787062872,5.3,1,27,2
18.55595582906626,0.5828516995746051,5.25601363107106,8.544894852645552,5.3,1,27,3
19.9296767595606,0.7351633331760478,0.4449258140553159,12.773903096311589,5.3,1,27,4
20.815682377757792,0.5024296673459073,4.480253319155047,9.569340641661649,5.3,1,27,5
17.301826424241824,0.9681551461949972,0.3266964933182401,12.508361193592416,5.5,1,28,1
19.86308826988416,0.975732172950305,0.7966902791934886,15.575488503561306,5.5,1,28,2
20.69044053587802,0.6492185935785934,1.468815329743555,11.626012127877608,5.5,1,28,3
16.18785431171292,1.0173889216294072,1.1577833597363183,11.438144342233882,5.5,1,28,4
21.18250673895045,0.303398837367933,9.003440237854766,8.07918495847798,5.5,1,28,5
19.51561477220614,0.6306144607161392,6.215713869887512,9.653406835091308,5.7,1,29,1
18.99355079205872,0.7029970960915471,4.658223453169229,10.02284189104706,5.7,1,29,2
14.690186401916918,1.1728525460060455,1.3477800644180669,11.75299976445862,5.7,1,29,3
20.731612386100263,0.5030820220894345,5.389340250183458,9.498562473660789,5.7,1,29,4
20.969582085468875,0.5124273431861665,4.20437597118657,9.718010817025228,5.7,1,29,5
20.43819253151108,0.6331736539686057,0.25074256963761204,12.253139426438976,5.9,1,30,1
18.258230134066732,0.7915984159757007,1.5199579366994893,10.721869578025158,5.9,1,30,2
19.60262083206946,0.6413783587596726,4.14035579980794,9.788019750500736,5.9,1,30,3
17.314416008301308,1.001891832551692,0.8230066437254784,13.05774620540067,5.9,1,30,4
18.15705898243489,0.8933297329015449,0.5034801746026761,12.1350090404909,5.9,1,30,5
15.924817253375544,1.1811448100060318,0.3661527542867354,13.384703334561674,6.1,1,31,1
19.6117660166704,0.87789566326765,0.24147371508637552,13.578284683263313,6.1,1,31,2
21.00144275260948,0.46448080261142394,7.455846521621451,9.031434749258173,6.1,1,31,3
20.384677509781792,0.7256927330946299,4.424961639592519,11.11938764452649,6.1,1,31,4
20.055053734880648,0.7404949274105711,4.562665430391606,10.994436773966823,6.1,1,31,5
20.07352485935391,0.5837203674113631,4.4274554962263295,9.632543732399776,6.3,1,32,1
17.84708110961897,0.9883792161530294,1.6331963063422932,12.455181673824308,6.3,1,32,2
16.700818365139966,1.1359295255124189,0.5630586619917926,14.33114386277474,6.3,1,32,3
19.606790568878033,0.6713595892416889,0.271366980073204,11.916509937494194,6.3,1,32,4
17.985128999309804,1.0645225389088644,1.9512866048674116,13.22810404501896,6.3,1,32,5
20.16446819130923,0.673611097234217,7.784125722169352,10.228836396838831,6.5,1,33,1
19.36253851382803,0.6529852142071014,0.5118453313828726,11.90998757623298,6.5,1,33,2
18.671308613405113,0.8361613660086419,2.577790605021627,11.068028597087,6.5,1,33,3
